start_date,end_date,pub_date,Polling,Publisher,Con,Lab,LD,SDP,Green,Referendum,method,UKIP,BNP,TIG/CUK,BXP,BXP/Reform
2010-12-06,2010-12-07,NA,YouGov,Sun,42,39,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-07,2010-12-08,NA,YouGov,Sun,41,41,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-07,2010-12-09,2010-12-21,Angus RS,NA,35,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-08,2010-12-10,NA,Opinium,NA,38,37,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-08,2010-12-09,NA,YouGov,Sun,41,39,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-09,2010-12-10,2010-12-12,YouGov,ST,40,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-10,2010-12-13,NA,Opinium,NA,37,36,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-10,2010-12-12,2010-12-15,MORI,Reuters,38,39,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2010-12-12,2010-12-13,NA,YouGov,Sun,41,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-13,2010-12-14,NA,YouGov,Sun,39,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-14,2010-12-15,NA,YouGov,Sun,42,40,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-15,2010-12-16,NA,YouGov,Sun,41,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-15,2010-12-16,2010-12-19,ComRes,IoS/SM,37,39,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-16,2010-12-17,2010-12-19,YouGov,ST,39,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-16,2010-12-19,2010-12-21,ICM,Gu,37,39,13,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2010-12-17,2010-12-20,NA,Opinium,NA,37,37,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-19,2010-12-20,NA,YouGov,Sun,40,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-20,2010-12-21,NA,YouGov,Sun,40,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-21,2010-12-22,NA,YouGov,Sun,41,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2010-12-22,2010-12-23,NA,YouGov,Sun,39,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-03,2011-01-04,2011-01-05,YouGov,Sun,40,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-04,2011-01-05,2011-01-06,YouGov,Sun,40,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-05,2011-01-06,2011-01-07,YouGov,Sun,39,43,7,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-05,NA,NA,Opinium,NA,37,39,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-06,2011-01-07,2011-01-08,Angus RS,NA,35,40,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-06,2011-01-07,2011-01-09,YouGov,ST,38,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-07,2011-01-09,2011-01-11,ComRes,Ind,34,42,12,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-01-08,2011-01-10,NA,YouGov,Sun,40,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-10,2011-01-11,NA,YouGov,Sun,40,41,7,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-11,2011-01-12,NA,YouGov,Sun,36,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-11,2011-01-12,NA,YouGov,NA,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-12,2011-01-13,NA,YouGov,Sun,41,41,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-12,2011-01-13,2011-01-16,ComRes,IoS/SM,36,40,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-13,2011-01-14,2011-01-16,YouGov,ST,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-14,NA,NA,Opinium,NA,35,38,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-16,2011-01-17,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-17,2011-01-18,NA,YouGov,Sun,39,44,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-18,2011-01-19,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-19,2011-01-20,NA,YouGov,Sun,36,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-19,NA,NA,Opinium,NA,40,37,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-20,2011-01-21,2011-01-23,YouGov,ST,39,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-21,2011-01-23,2011-01-26,ICM,Gu,35,39,15,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-01-21,2011-01-24,2011-01-27,MORI,Reuters,33,43,13,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-01-23,2011-01-24,NA,YouGov,Sun,37,42,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-24,2011-01-25,NA,YouGov,Sun,37,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-25,2011-01-26,NA,Angus RS,NA,33,41,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-25,2011-01-26,NA,YouGov,Sun,39,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-25,NA,NA,Opinium,NA,34,38,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-26,2011-01-27,NA,YouGov,Sun,38,44,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-27,2011-01-28,2011-01-30,Angus RS,SE,32,43,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-27,2011-01-28,2011-01-30,YouGov,ST,39,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-28,2011-01-30,2011-01-01,ComRes,Ind,34,43,10,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-01-30,2011-01-31,NA,YouGov,Sun,40,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-01-31,2011-01-01,NA,YouGov,Sun,39,44,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-01,2011-02-02,NA,YouGov,Sun,36,44,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-02,2011-02-03,NA,YouGov,Sun,37,44,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-02,NA,NA,Opinium,NA,35,40,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-03,2011-02-04,2011-02-06,YouGov,ST,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-04,2011-02-06,2011-02-08,Populus,TT,36,39,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-02-06,2011-02-07,NA,YouGov,Sun,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-07,2011-02-08,NA,YouGov,Sun,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-08,2011-02-09,NA,YouGov,Sun,36,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-08,2011-02-10,2011-02-12,Angus RS,NA,34,40,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-08,NA,NA,Opinium,NA,36,38,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-09,2011-02-10,2011-02-13,ComRes,IoS/SM,36,42,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-09,2011-02-10,NA,YouGov,Sun,35,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-10,2011-02-11,2011-02-13,YouGov,ST,35,45,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-13,2011-02-14,NA,YouGov,Sun,36,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-14,2011-02-15,NA,YouGov,Sun,37,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-15,2011-02-16,NA,YouGov,Sun,35,45,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-15,2011-02-16,2011-02-05,Angus RS,NA,33,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-15,NA,NA,Opinium,NA,35,36,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-16,2011-02-17,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-17,2011-02-18,2011-02-20,YouGov,ST,37,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-18,2011-02-20,2011-02-21,ICM,Gu,35,38,18,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-02-19,2011-02-20,2011-02-24,MORI,Reuters,33,43,13,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-02-20,2011-02-21,NA,YouGov,Sun,36,42,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-21,2011-02-22,NA,YouGov,Sun,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-22,2011-02-23,NA,YouGov,Sun,36,44,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-22,NA,NA,Opinium,NA,36,38,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-23,2011-02-24,NA,YouGov,Sun,38,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-24,2011-02-25,2011-02-27,YouGov,ST,36,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-25,2011-02-27,2011-02-01,ComRes,Ind,35,39,12,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-02-27,2011-02-28,NA,YouGov,Sun,36,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-02-28,2011-02-01,NA,YouGov,Sun,34,43,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-01,2011-03-02,NA,YouGov,Sun,36,41,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-03,2011-03-04,2011-03-06,YouGov,ST,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-04,2011-03-06,2011-03-08,Populus,TT,35,41,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-03-04,NA,NA,Opinium,NA,36,39,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-06,2011-03-07,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-07,2011-03-08,NA,YouGov,Sun,36,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-08,2011-03-09,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-09,2011-03-10,NA,YouGov,Sun,34,45,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-09,2011-03-10,2011-03-13,ComRes,IoS/SM,37,40,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-10,2011-03-11,2011-03-13,YouGov,ST,33,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-10,2011-03-14,NA,TNS BMRB,NA,36,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-11,2011-03-13,2011-03-16,MORI,Reuters,37,41,10,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-03-13,2011-03-14,NA,YouGov,Sun,35,44,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-14,2011-03-15,NA,YouGov,Sun,35,45,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-15,2011-03-16,NA,YouGov,Sun,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-15,NA,NA,Opinium,NA,35,39,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-16,2011-03-17,NA,YouGov,Sun,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-17,2011-03-18,2011-03-20,YouGov,ST,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-18,2011-03-21,2011-03-21,Opinium,NA,36,36,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-18,2011-03-21,2011-03-23,Angus RS,NA,32,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-21,2011-03-22,NA,YouGov,Sun,35,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-23,2011-03-25,2011-03-25,Opinium,NA,36,36,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-22,2011-03-23,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-23,2011-03-24,NA,YouGov,Sun,37,41,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-23,2011-03-24,2011-03-26,ICM,Gu,37,36,16,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-03-24,2011-03-25,2011-03-27,YouGov,ST,38,41,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-25,2011-03-27,2011-03-28,ComRes,Ind,35,41,13,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-03-25,2011-03-28,2011-03-28,Opinium,NA,34,37,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-27,2011-03-28,NA,YouGov,Sun,36,44,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-28,2011-03-29,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-29,2011-03-30,NA,YouGov,Sun,35,45,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-03-31,2011-03-01,NA,YouGov,ST,36,42,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-03,2011-04-04,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-04,2011-04-05,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-05,2011-04-06,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-06,2011-04-07,NA,YouGov,Sun,35,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-07,2011-04-08,NA,YouGov,ST,36,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-08,2011-04-10,2011-04-12,Populus,TT,36,40,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-04-08,2011-04-11,NA,Angus RS,NA,31,42,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-10,2011-04-11,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-11,2011-04-12,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-12,2011-04-13,NA,YouGov,Sun,35,44,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-13,2011-04-14,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-13,2011-04-15,2011-04-17,ComRes,IoS/SM,35,39,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-13,NA,NA,Opinium,NA,34,38,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-14,2011-04-15,NA,YouGov,ST,37,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-14,2011-04-18,NA,TNS BMRB,NA,36,38,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-15,2011-04-17,2011-04-19,ICM,Gu,35,37,15,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-04-15,2011-04-17,2011-04-20,MORI,Reuters,40,40,9,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-04-17,2011-04-18,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-18,2011-04-19,NA,YouGov,Sun,36,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-19,2011-04-20,NA,YouGov,Sun,36,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-19,NA,NA,Opinium,NA,34,38,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-20,2011-04-21,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-25,2011-04-26,NA,YouGov,Sun,36,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-26,2011-04-27,NA,YouGov,Sun,36,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-27,2011-04-28,NA,YouGov,Sun,36,41,12,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-27,2011-04-28,2011-04-01,BPIX,MoS,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-28,2011-04-29,2011-04-01,YouGov,ST,36,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-28,2011-04-01,2011-04-04,ComRes,Ind,34,37,15,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-04-28,2011-04-02,NA,TNS BMRB,NA,37,36,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-04-28,2011-04-02,2011-04-06,Opinium,NA,35,37,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-02,2011-05-03,2011-05-05,ICM,Gu,36,37,15,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-05-02,2011-05-03,NA,YouGov,Sun,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-03,2011-05-04,NA,YouGov,Sun,36,40,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-04,2011-05-05,NA,YouGov,Sun,37,39,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-05,2011-05-06,2011-05-08,YouGov,ST,36,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-06,2011-05-08,2011-05-10,Populus,TT,37,39,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-05-06,2011-05-09,2011-05-11,Opinium,NA,35,38,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-08,2011-05-09,NA,YouGov,Sun,38,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-09,2011-05-10,NA,YouGov,Sun,38,40,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-10,2011-05-11,NA,YouGov,Sun,36,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-11,2011-05-12,2011-05-15,ComRes,IoS/SM,38,39,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-11,2011-05-12,NA,YouGov,Sun,39,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-12,2011-05-13,2011-05-15,YouGov,ST,36,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-15,2011-05-16,NA,YouGov,Sun,38,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-16,2011-05-17,NA,YouGov,Sun,39,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-17,2011-05-18,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-18,2011-05-19,NA,YouGov,Sun,38,40,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-19,2011-05-20,2011-05-22,YouGov,ST,37,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-20,2011-05-24,2011-05-26,MORI,Reuters,35,42,10,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-05-22,2011-05-23,NA,YouGov,Sun,38,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-23,2011-05-24,NA,YouGov,Sun,38,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-24,2011-05-25,NA,YouGov,Sun,37,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-25,2011-05-26,NA,YouGov,Sun,37,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-26,2011-05-27,2011-05-29,YouGov,ST,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-27,2011-05-29,2011-05-01,ComRes,Ind,37,37,12,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-05-30,2011-05-31,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-05-31,2011-05-01,NA,YouGov,Sun,39,41,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-01,2011-06-02,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-02,2011-06-03,2011-06-05,YouGov,ST,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-03,NA,NA,Opinium,NA,35,38,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-05,2011-06-06,NA,YouGov,Sun,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-06,2011-06-07,NA,YouGov,Sun,36,44,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-07,2011-06-08,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-08,2011-06-09,NA,YouGov,Sun,37,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-09,2011-06-10,2011-06-12,YouGov,ST,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-10,2011-06-12,2011-06-14,Populus,TT,39,40,9,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-06-12,2011-06-13,NA,YouGov,Sun,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-13,2011-06-14,NA,YouGov,Sun,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-14,2011-06-15,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-15,2011-06-16,NA,YouGov,Sun,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-15,2011-06-16,2011-06-19,ComRes,IoS/SM,37,37,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-16,2011-06-17,2011-06-19,YouGov,ST,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-17,2011-06-19,2011-06-23,MORI,Reuters,37,39,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-06-17,2011-06-19,2011-06-21,ICM,Gu,37,39,12,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-06-19,2011-06-20,NA,YouGov,Sun,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-20,2011-06-21,NA,YouGov,Sun,37,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-21,2011-06-22,NA,YouGov,Sun,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-22,2011-06-23,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-23,2011-06-24,2011-06-26,YouGov,ST,36,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-23,2011-06-27,NA,TNS BMRB,NA,39,41,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-24,2011-06-26,2011-06-28,ComRes,Ind,36,40,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-06-24,NA,NA,Opinium,NA,37,38,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-26,2011-06-27,NA,YouGov,Sun,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-26,2011-06-27,NA,YouGov,Sun,37,42,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-27,2011-06-28,NA,YouGov,Sun,36,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-28,2011-06-29,NA,YouGov,Sun,37,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-29,2011-06-30,NA,YouGov,Sun,37,42,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-06-30,2011-06-01,2011-06-03,YouGov,ST,36,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-03,2011-07-04,NA,YouGov,Sun,37,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-04,2011-07-05,NA,YouGov,Sun,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-05,2011-07-06,NA,YouGov,Sun,35,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-06,2011-07-07,NA,YouGov,Sun,37,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-06,NA,NA,Opinium,NA,35,36,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-07,2011-07-08,2011-07-10,YouGov,ST,35,44,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-10,2011-07-11,NA,YouGov,Sun,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-11,2011-07-12,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-12,2011-07-13,NA,YouGov,Sun,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-13,2011-07-14,NA,YouGov,Sun,36,43,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-13,2011-07-14,2011-07-17,ComRes,IoS/SM,36,40,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-14,2011-07-15,2011-07-17,YouGov,ST,36,42,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-15,2011-07-17,2011-07-19,ICM,Gu,37,36,16,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-07-15,2011-07-17,2011-07-19,Populus,TT,34,39,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-07-15,NA,NA,Opinium,NA,34,40,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-16,2011-07-18,2011-07-20,MORI,Reuters,32,39,11,NA,NA,NA,Phone,NA,NA,NA,NA,NA
2011-07-17,2011-07-18,NA,YouGov,Sun,37,42,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-18,2011-07-19,NA,YouGov,Sun,36,43,8,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-19,2011-07-20,NA,YouGov,Sun,35,43,11,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-19,2011-07-20,NA,Angus RS,NA,34,41,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-20,2011-07-21,NA,YouGov,Sun,36,44,9,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-21,2011-07-22,2011-07-24,YouGov,ST,35,43,10,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2011-07-22,2011-07-24,2011-07-26,ComRes,Ind,34,40,13,NA,NA,NA,Phone,NA,NA,NA,NA,NA
