start_date,end_date,pub_date,Polling,Publisher,Con,Lab,LD,SDP,Green,Referendum,method,UKIP,BNP,TIG/CUK,BXP,BXP/Reform
1960-12-01,NA,NA,Gallup,NA,47.5,37.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-01-01,NA,NA,Gallup,DT,45,41.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-02-01,NA,NA,Gallup,DT,44,42,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-03-01,NA,NA,Gallup,DT,44,40,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-04-21,1961-04-26,NA,Gallup,DT,43.5,40.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-04-28,1961-04-09,NA,Gallup,DT,44.5,40.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-06-30,1961-06-07,NA,Gallup,DT,43.5,40,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-06-29,1961-06-05,NA,Gallup,DT,44,41.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-08-02,1961-08-09,NA,Gallup,DT,38,43,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-08-30,1961-08-04,NA,Gallup,DT,40,45.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-09-24,1961-09-02,NA,Gallup,DT,42.5,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-09-12,1961-09-16,NA,Gallup,DT,43.5,43.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-11-02,1961-11-07,NA,Gallup,DT,41.5,43,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-11-09,1961-11-14,NA,Gallup,DT,39,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-11-30,1961-11-06,NA,Gallup,DT,38.5,43,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-01-05,1962-01-14,NA,Gallup,DT,42,42,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-02-02,1962-02-09,NA,Gallup,DT,40,42.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-03-01,1962-03-07,NA,Gallup,DT,39.5,44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-03-14,1962-03-21,NA,Gallup,DT,33,40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-04-07,1962-04-16,NA,Gallup,DT,33,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-04-18,1962-04-27,NA,Gallup,DT,33.5,40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-05-03,1962-05-09,NA,Gallup,DT,34.5,39.5,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-06-01,1962-06-06,NA,Gallup,DT,35.5,39,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-06-29,1962-06-04,NA,Gallup,DT,35.5,41.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-07-06,1962-07-11,NA,Gallup,DT,37.5,39.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-07-20,1962-07-25,NA,Gallup,DT,36,40.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-08-03,1962-08-10,NA,Gallup,DT,34,43,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-09-12,1962-09-19,NA,Gallup,DT,34,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-09-20,1962-09-26,NA,Gallup,DT,36.5,45,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-10-05,1962-10-13,NA,Gallup,DT,34.5,43.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-10-12,1962-10-20,NA,Gallup,DT,40,41.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-11-02,1962-11-09,NA,Gallup,DT,39,47,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-11-09,1962-11-16,NA,Gallup,DT,36,42.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-11-16,1962-11-24,NA,Gallup,DT,34.5,44.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-12-04,1962-12-21,NA,Gallup,DT,37,46,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-01-11,1963-01-18,NA,Gallup,DT,35,48,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-02-01,1963-02-05,NA,Gallup,DT,32.5,48,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-03-01,1963-03-12,NA,Gallup,DT,33.5,50,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-03-29,1963-03-10,NA,Gallup,DT,34,49.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-04-01,1963-04-09,NA,NOP,DM,36.1,48.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-05-10,1963-05-17,NA,Gallup,DT,36,47,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-06-01,1963-06-04,NA,NOP,DM,33.5,52.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-06-07,1963-06-14,NA,Gallup,DT,31,51.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-06-01,1963-06-14,NA,NOP,DM,34.6,51.3,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-06-22,1963-06-26,NA,Gallup,DT,36,50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-06-28,1963-06-02,NA,Gallup,DT,34.5,51.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-07-05,1963-07-10,NA,Gallup,DT,34,52,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-07-18,1963-07-23,NA,Gallup,DT,32,52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-07-20,1963-07-22,NA,NOP,DM,39.3,47.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-07-01,1963-07-29,NA,NOP,DM,41,47.9,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-07-25,1963-07-30,NA,Gallup,DT,33,50.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-08-01,1963-08-06,NA,Gallup,DT,35,49.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-08-22,1963-08-27,NA,Gallup,DT,33.5,49.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-08-24,1963-08-25,NA,NOP,DM,38.6,47.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-08-29,1963-08-03,NA,Gallup,DT,33.5,50.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-09-05,1963-09-10,NA,Gallup,DT,34,50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-09-21,1963-09-22,NA,NOP,DM,39.4,46.5,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-09-26,1963-09-01,NA,Gallup,DT,35.5,46.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-10-03,1963-10-08,NA,Gallup,DT,35,47.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-10-17,1963-10-22,NA,Gallup,DT,38,49,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-10-18,1963-10-20,NA,NOP,DM,41,48.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-10-24,1963-10-28,NA,Gallup,DT,36,50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-10-31,1963-10-05,NA,Gallup,DT,37,49,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-11-15,1963-11-17,NA,NOP,DM,40.5,48.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-11-21,1963-11-26,NA,Gallup,DT,38,49.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-11-29,1963-11-03,NA,Gallup,DT,39,48,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-12-03,1963-12-09,NA,Gallup,DT,39,47,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-12-12,1963-12-16,NA,Gallup,DT,37,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-12-13,1963-12-15,NA,NOP,DM,40.9,49.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963-12-28,1963-12-07,NA,Gallup,DT,39,50,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-01-09,1964-01-12,NA,NOP,DM,41.6,48.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-01-09,1964-01-14,NA,Gallup,DT,39.5,48,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-01-16,1964-01-21,NA,Gallup,DT,40.5,46.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-01-23,1964-01-28,NA,Gallup,DT,38,48,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-01-30,1964-01-04,NA,Gallup,DT,38,50,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-02-06,1964-02-11,NA,Gallup,DT,39,48.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-02-08,1964-02-16,NA,NOP,DM,40.7,49.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-02-13,1964-02-18,NA,Gallup,DT,40,48,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-02-20,1964-02-25,NA,Gallup,DT,42,45,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-02-27,1964-02-03,NA,Gallup,DT,39.5,47.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-03-05,1964-03-10,NA,Gallup,DT,37,50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-03-06,1964-03-09,NA,NOP,DM,41.5,48.7,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-03-12,1964-03-17,NA,Gallup,DT,38.5,46.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-03-19,1964-03-22,NA,NOP,DM,42,49.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-03-19,1964-03-24,NA,Gallup,DT,40,49,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-03-25,1964-03-31,NA,Gallup,DT,38.5,49.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-02,1964-04-05,NA,NOP,DM,40.7,50.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-02,1964-04-07,NA,Gallup,DT,37.5,49.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-09,1964-04-14,NA,Gallup,DT,41,49,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-15,1964-04-19,NA,NOP,DM,38.7,52.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-15,1964-04-21,NA,Gallup,DT,39,51.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-24,1964-04-28,NA,Gallup,DT,36.5,52,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-04-29,1964-04-03,NA,NOP,DM,40.9,49.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-05-01,1964-05-05,NA,Gallup,DT,35.5,55,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-05-07,1964-05-12,NA,Gallup,DT,38,51,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-05-13,1964-05-19,NA,Gallup,DT,41,48,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-05-21,1964-05-24,NA,NOP,DM,42.2,49.5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-05-21,1964-05-26,NA,Gallup,DT,39.5,51.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-05-27,1964-05-02,NA,Gallup,DT,42,47,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-06-04,1964-06-07,NA,NOP,DM,42.8,49.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-06-04,1964-06-09,NA,Gallup,DT,38.5,51.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-06-10,1964-06-16,NA,Gallup,DT,42,49.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-06-17,1964-06-23,NA,Gallup,DT,42,49,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-06-18,1964-06-21,NA,NOP,DM,42.2,50.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-06-25,1964-06-30,NA,Gallup,DT,41.5,51,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-07-02,1964-07-05,NA,NOP,DM,44.5,48.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-07-02,1964-07-07,NA,Gallup,DT,38.5,50.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-07-09,1964-07-21,NA,Gallup,DT,42,49.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-07-16,1964-07-19,NA,NOP,DM,44.1,48.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-07-22,1964-07-28,NA,Gallup,DT,41,48.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-07-30,1964-07-04,NA,Gallup,DT,43,48.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-08-06,1964-08-09,NA,NOP,DM,46.7,47.3,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-08-06,1964-08-11,NA,Gallup,DT,42,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-08-13,1964-08-18,NA,Gallup,DT,41.5,49.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-08-20,1964-08-23,NA,NOP,DM,47.5,46.5,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-08-20,1964-08-25,NA,Gallup,DT,45,49.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-08-27,1964-08-01,NA,Gallup,DT,41.5,50,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-01,NA,1964-09-04,Gallup,NA,43,49.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-03,1964-09-06,1964-09-10,NOP,DM,46.5,44.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-10,1964-09-13,1964-09-16,NOP,DM,47,45.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-01,NA,1964-09-13,Gallup,NA,43,48,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-02,1964-09-09,1964-09-20,Gallup,STel,44,46.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-01,NA,1964-09-23,NA,DE,48.1,44.1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-17,1964-09-20,1964-09-23,NOP,DM,45.9,45.7,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-01,NA,1964-09-27,Gallup,STel,46.5,46,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-01,NA,1964-09-27,Gallup,STel,44.5,49,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-24,1964-09-28,1964-09-30,NOP,DM,47.1,44.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-09-01,NA,NA,Gallup,DT,44.5,47,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-04,Gallup,STel,44,48.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-04,Research Serv Ltd,NA,46,47,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,1964-10-05,1964-10-07,NOP,DM,45.4,44.5,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-07,NA,DE,46.1,42.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-11,Gallup,STel,42.5,48.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-11,Gallup,NA,42.5,50.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-11,Research Serv Ltd,Daily Graphic,45,46,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-05,1964-10-09,1964-10-12,NOP,DM,46.2,46.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-13,NA,DE,45.5,44.6,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-15,NA,DE,44.5,43.7,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-09,1964-10-13,1964-10-15,NOP,DM,44.3,47.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-15,Gallup,DT,42.5,46,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,1964-10-15,Gallup,NA,44.5,46,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-22,1964-10-25,NA,NOP,DM,36.6,50.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-11-05,1964-11-08,NA,NOP,DM,39,50.3,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-11-01,NA,NA,Gallup,DT,38.5,50,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-11-19,1964-11-22,NA,NOP,DM,37.9,51.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-12-03,1964-12-07,NA,NOP,DM,38.8,48.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-12-01,NA,NA,Gallup,DT,40,50.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-01-01,NA,NA,Gallup,DT,42.5,46.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-01-07,1965-01-11,NA,NOP,DM,40.2,48.8,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-02-08,1965-02-16,NA,NOP,DM,43.5,48.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-02-01,NA,NA,Gallup,DT,45.5,45,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-03-11,1965-03-15,NA,NOP,DM,41.1,50.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-03-01,NA,NA,Gallup,DT,43.5,46,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-03-25,1965-03-29,NA,NOP,DM,39.2,48.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-04-08,1965-04-12,NA,NOP,DM,40.8,46.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-04-01,NA,NA,Gallup,DT,39.5,47.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-05-06,1965-05-10,NA,NOP,DM,41.4,47.2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-05-01,NA,NA,Gallup,DT,44,43,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-05-20,1965-05-24,NA,NOP,DM,42.6,46.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-06-01,NA,NA,Gallup,DT,47,42.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-06-10,1965-06-15,NA,NOP,DM,41.6,47,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-06-24,1965-06-29,NA,NOP,DM,43.7,45.8,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-07-08,1965-07-12,NA,NOP,DM,42.5,47.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-07-01,NA,NA,Gallup,DT,46.5,45,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-07-22,1965-07-26,NA,NOP,DM,42.4,47.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-08-05,1965-08-09,NA,NOP,DM,46.9,43.1,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-08-01,NA,NA,Gallup,DT,49,41.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-09-09,1965-09-13,NA,NOP,DM,43.5,46.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-09-23,1965-09-27,NA,NOP,DM,42.4,46.4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-09-01,NA,NA,Gallup,DT,42,48.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-10-01,NA,NA,Gallup,DT,41.5,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-10-21,1965-10-25,NA,NOP,DM,40.6,51,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-11-11,1965-11-15,NA,NOP,DM,37.2,56,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-11-01,NA,NA,Gallup,DT,42,48.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-11-25,1965-11-30,NA,NOP,DM,41.6,50.4,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-12-09,1965-12-13,NA,NOP,DM,36.3,55.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-12-01,NA,NA,Gallup,DT,40.5,48.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-01-01,NA,NA,Gallup,DT,42,47.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-01-06,1966-01-10,NA,NOP,DM,39.2,53.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-01-27,1966-01-31,NA,NOP,DM,39,54.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-02-01,NA,NA,Gallup,DT,42.5,50,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-02-10,1966-02-14,1966-02-17,NOP,DM,39.8,53.8,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-02-01,NA,1966-02-24,Gallup,NA,42,51,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-02-23,1966-02-28,1966-02-03,NOP,DM,40.1,53,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-04,Gallup,DT,40,51,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-06,Research Serv Ltd,NA,44.9,49.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-07,NA,DE,39,54,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-02,1966-03-07,1966-03-10,NOP,DM,39.4,53.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-12,NA,DE,40,54.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-13,Gallup,NA,41,51,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-13,Gallup,NA,40.5,52.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-13,Research Serv Ltd,NA,41.9,49.6,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-09,1966-03-14,1966-03-18,NOP,DM,39.2,52.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-19,NA,DE,37.5,55,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-20,Gallup,NA,39,51,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-20,Gallup,NA,41.5,52,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-20,Research Serv Ltd,NA,42.4,49.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-16,1966-03-21,1966-03-24,NOP,DM,39.5,52,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-24,Gallup,NA,42,50.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-25,NA,DE,39,53.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-27,Gallup,NA,42,50.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-27,Research Serv Ltd,Ob,41.6,49.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-22,1966-03-26,1966-03-29,NOP,DM,39.6,52.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-29,NA,DE,40,52.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-24,1966-03-28,1966-03-31,Gallup,DT,40,51,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-27,1966-03-29,1966-03-31,NOP,DM,41.6,50.6,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-03-01,NA,1966-03-31,NA,DE,37.4,54.1,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-04-14,1966-04-19,NA,Gallup,DT,35.5,54.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-04-21,1966-04-15,NA,NOP,DM,35.6,55,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-05-05,1966-05-09,NA,NOP,DM,34.1,55.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-05-06,1966-05-10,NA,Gallup,DT,35.5,53.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-06-03,1966-06-07,NA,Gallup,DT,39.5,52,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-06-22,1966-06-27,NA,NOP,DM,37.3,55.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-07-06,1966-07-11,NA,NOP,DM,36.6,53.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-07-14,1966-07-19,NA,Gallup,DT,41,48.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-07-27,1966-07-01,NA,NOP,DM,38.8,48.1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-08-29,1966-08-02,NA,Gallup,DT,44.5,44,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-09-02,1966-09-06,NA,Gallup,DT,42.5,45,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-09-07,1966-09-12,NA,NOP,DM,38.4,50.5,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-09-21,1966-09-26,NA,NOP,DM,39.5,46.6,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-10-05,1966-10-10,NA,NOP,DM,36,51.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-10-01,NA,NA,Gallup,DT,43,44.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-11-07,1966-11-13,NA,Gallup,DT,44,42,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-11-09,1966-11-14,NA,NOP,DM,39,46.3,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-11-23,1966-11-28,NA,NOP,DM,42.1,46.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-12-05,1966-12-11,NA,Gallup,DT,42,46,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
