Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP
,Nov,15-16,15/11/2011,,YouGov,Sun,36,0,41,-1,10,3,-5,1,Internet,,6,,
,Nov,16-17,16/11/2011,,YouGov,Sun,34,-2,40,-1,11,1,-6,-1,Internet,,7,,
,Nov,16-18,16/11/2011,20,ComRes,IoS/SM,35,-2,39,0,11,1,-4,-2,Internet,,,,
,Nov,17-18,17/11/2011,20,YouGov,ST,36,2,40,0,9,-2,-4,2,Internet,,7,,
,Nov,18-20,18/11/2011,22,ICM,Gu,36,1,38,-1,14,1,-2,2,Phone,,,,
,Nov,18-20,18/11/2011,22,Populus,TT,33,0,41,0,13,5,-8,0,Phone,,,,
,Nov,18-21,18/11/2011,22,Opinium,,36,2,37,-1,9,-1,-1,3,Internet,,,,
,Nov,19-21,19/11/2011,24,MORI,Reuters,34,0,41,3,12,0,-7,-3,Phone,Certain to vote,,,
,Nov,20-21,20/11/2011,,YouGov,Sun,36,0,40,0,9,0,-4,0,Internet,,7,,
,Nov,21-22,21/11/2011,,YouGov,Sun,35,-1,42,2,9,0,-7,-3,Internet,,6,,
,Nov,22-23,22/11/2011,,YouGov,Sun,35,0,40,-2,10,1,-5,2,Internet,,6,,
,Nov,23-24,23/11/2011,,YouGov,Sun,35,0,40,0,9,-1,-5,0,Internet,,8,,
,Nov,23-24,23/11/2011,28,Angus RS,,33,0,42,1,8,-2,-9,-1,Internet,,,,
,Nov,23-25,23/11/2011,27,Survation,Daily Star Sunday,32,,34,,12,,-2,,Internet,GB,,,
,Nov,24-25,24/11/2011,27,YouGov,ST,34,-1,43,3,11,2,-9,-4,Internet,,5,,
,Nov,24-28,28/11/2011,28,TNS BMRB,,36,0,39,2,9,-2,-3,-2,Internet,,,,
,Nov,25-27,25/11/2011,29,ComRes,Ind,37,3,39,1,10,-4,-2,2,Phone,,,,
,Nov,27-28,27/11/2011,,YouGov,Sun,37,3,39,-4,9,-2,-2,7,Internet,,6,,
,Nov,28-29,28/11/2011,,YouGov,Sun,38,1,41,2,9,0,-3,-1,Internet,,5,,
,Nov,29-30,29/11/2011,,YouGov,Sun,37,-1,42,1,9,0,-5,-2,Internet,,6,,
,Nov,29-30,29/11/2011,4,ICM,STel,38,2,36,-2,14,0,2,4,Phone,,,,
,Nov,30-1,30/11/2011,,YouGov,Sun,36,-1,41,-1,11,1,-5,0,Internet,,4,,
,Dec,1-2,01/12/2011,3,YouGov,ST,35,-1,43,2,9,-2,-8,-3,Internet,,6,,
,Dec,2-3,02/12/2011,4,BPIX,MoS,36,-1,41,1,11,1,-5,-2,Internet,,,,
,Dec,2-?,02/12/2011,,Opinium,,34,-2,38,1,10,1,-4,-3,Internet,,,,
,Dec,4-5,04/12/2011,,YouGov,Sun,36,1,42,-1,11,2,-6,2,Internet,,4,,
,Dec,5-6,05/12/2011,,YouGov,Sun,37,1,41,-1,10,-1,-4,2,Internet,,5,,
,Dec,6-7,06/12/2011,,YouGov,Sun,35,-2,42,1,9,-1,-7,-3,Internet,,6,,
,Dec,7-8,07/12/2011,,YouGov,Sun,36,1,41,-1,10,1,-5,2,Internet,,5,,
,Dec,7-8,07/12/2011,11,ComRes,Ios/SM,36,1,40,1,10,-1,-4,0,Internet,,,,
,Dec,8-9,08/12/2011,11,YouGov,ST,38,2,39,-2,11,1,-1,4,Internet,,5,,
,Dec,9-10,09/12/2011,11,Survation,MoS,35,3,35,1,14,2,0,2,Internet,GB,,,
,Dec,9-11,09/12/2011,14,ComRes,Ind,38,1,38,-1,12,2,0,2,Phone,,,,
,Dec,10-12,10/12/2011,14,MORI,Reuters,41,7,39,-2,11,-1,2,9,Phone,Certain to vote,,,
,Dec,11-12,11/12/2011,,YouGov,Sun,39,1,40,1,10,-1,-1,0,Internet,,4,,
,Dec,12-13,12/12/2011,,YouGov,Sun,41,2,39,-1,10,0,2,3,Internet,,3,,
,Dec,13-14,13/12/2011,,YouGov,Sun,40,-1,38,-1,10,0,2,0,Internet,,5,,
,Dec,14-15,14/12/2011,,YouGov,Sun,41,1,40,2,10,0,1,-1,Internet,,4,,
,Dec,14-15,14/12/2011,18,ICM,STel,40,2,34,-2,14,0,6,4,Phone,,,,
,Dec,15-16,15/12/2011,18,YouGov,ST,39,-2,42,2,9,-1,-3,-4,Internet,,4,,
,Dec,15-19,16/12/2011,20,TNS BMRB,,35,-1,38,-1,11,2,-3,0,Internet,,,,
,Dec,16-18,16/12/2011,20,Populus,TT,35,2,39,-2,12,-1,-4,4,Phone,,,,
,Dec,17-?,17/12/2011,,Opinium,,37,3,37,-1,12,2,0,4,Internet,,,,
,Dec,18-19,18/12/2011,,YouGov,Sun,38,-1,42,0,9,0,-4,-1,Internet,,3,,
,Dec,19-20,19/12/2011,,YouGov,Sun,39,1,40,-2,10,1,-1,3,Internet,,4,,
,Dec,20-21,20/12/2011,26,ICM,Gu,37,-3,36,2,15,1,1,-5,Phone,,,,
,Dec,20-21,20/12/2011,,YouGov,Sun,40,1,40,0,10,0,0,1,Internet,,4,,
,Dec,21-22,21/12/2011,,YouGov,Sun,40,0,40,0,9,-1,0,0,Internet,,4,,
2012,Jan,2-3,02/01/2012,,YouGov,Sun,39,-1,41,1,9,0,-2,-2,Internet,,4,,
,Jan,3-4,03/01/2012,,YouGov,Sun,38,-1,42,1,10,1,-4,-2,Internet,,5,,
,Jan,3-5,03/01/2012,11,Opinium,,36,-1,37,0,9,-3,-1,-1,Internet,,,,
,Jan,4-5,04/01/2012,,YouGov,Sun,39,1,41,-1,11,1,-2,2,Internet,,3,,
,Jan,5-6,05/01/2012,8,YouGov,ST,38,-1,40,-1,10,-1,-2,2,Internet,,5,,
,Jan,8-9,08/01/2012,,YouGov,Sun,39,1,41,1,10,0,-2,0,Internet,,3,,
,Jan,9-10,09/01/2012,,YouGov,Sun,40,1,40,-1,10,0,0,2,Internet,,4,,
,Jan,10-11,10/01/2012,,YouGov,Sun,40,0,38,-2,10,0,2,2,Internet,,4,,
,Jan,11-12,11/01/2012,,YouGov,Sun,41,1,40,2,8,-2,1,-1,Internet,,4,,
,Jan,12-13,12/01/2012,15,YouGov,ST,38,-3,40,0,9,1,-2,-3,Internet,,5,,
,Jan,13-15,13/01/2012,18,Opinium,,37,1,37,0,8,-1,0,1,Internet,,,,
,Jan,15-16,15/01/2012,,YouGov,Sun,40,2,40,0,9,0,0,2,Internet,,5,,
,Jan,16-17,16/01/2012,,YouGov,Sun,39,-1,40,0,8,-1,-1,-1,Internet,,4,,
,Jan,17-18,17/01/2012,,YouGov,Sun,40,1,39,-1,7,-1,1,2,Internet,,5,,
,Jan,18-19,18/01/2012,,YouGov,Sun,41,1,38,-1,8,1,3,2,Internet,,6,,
,Jan,18-19,18/01/2012,22,ComRes,IoS/SM,38,2,38,-2,11,1,0,4,Internet,,,,
,Jan,19-20,19/01/2012,22,YouGov,ST,41,0,36,-2,9,1,5,2,Internet,,5,,
,Jan,19-23,20/01/2012,24,TNS BMRB,,37,2,40,2,10,-1,-3,0,Internet,,,,
,Jan,20-22,20/01/2012,24,ICM,Gu,40,3,35,-1,16,1,5,4,Phone,,,,
,Jan,20-22,20/01/2012,24,Populus,TT,37,2,38,-1,13,1,-1,3,Phone,,,,
,Jan,21-23,21/01/2012,25,MORI,Reuters,38,-3,38,-1,12,1,0,-2,Phone,Certain to vote,,,
,Jan,22-23,22/01/2012,,YouGov,Sun,39,-2,40,4,8,-1,-1,-6,Internet,,6,,
,Jan,22-23,22/01/2012,24,Angus RS,,35,2,37,-5,11,3,-2,7,Internet,,,,
,Jan,23-24,23/01/2012,,YouGov,Sun,40,1,38,-2,9,1,2,3,Internet,,5,,
,Jan,24-25,24/01/2012,,YouGov,Sun,38,-2,40,2,9,0,-2,-4,Internet,,6,,
,Jan,25-26,25/01/2012,,YouGov,Sun,39,1,40,0,9,0,-1,1,Internet,,4,,
,Jan,26-27,26/01/2012,29,YouGov,ST,39,0,40,0,8,-1,-1,0,Internet,,5,,
,Jan,27-29,27/01/2012,1,ComRes,Ind,37,-1,38,0,14,2,-1,-1,Phone,,,,
,Jan,27-30,27/01/2012,3,Opinium,,38,1,36,-1,8,0,2,2,Internet,,,,
,Jan,29-30,29/01/2012,,YouGov,Sun,40,1,38,-2,10,2,2,3,Internet,,5,,
,Jan,30-31,30/01/2012,,YouGov,Sun,39,-1,40,2,9,-1,-1,-3,Internet,,4,,
,Jan,31-1,31/01/2012,,YouGov,Sun,38,-1,40,0,8,-1,-2,-1,Internet,,5,,
,Feb,1-2,01/02/2012,,YouGov,Sun,39,1,41,1,8,0,-2,0,Internet,,5,,
,Feb,2-3,02/02/2012,5,YouGov,ST,39,0,40,-1,9,1,-1,1,Internet,,5,,
,Feb,5-6,05/02/2012,,YouGov,Sun,41,2,40,0,8,0,1,2,Internet,,5,,
,Feb,6-7,06/02/2012,,YouGov,Sun,37,-4,42,2,9,1,-5,-6,Internet,,5,,
,Feb,7-8,07/02/2012,,YouGov,Sun,40,3,38,-4,10,1,2,7,Internet,,4,,
,Feb,8-9,08/02/2012,,YouGov,Sun,38,-2,41,3,9,-1,-3,-5,Internet,,4,,
,Feb,9-10,09/02/2012,12,YouGov,ST,38,0,39,-2,9,0,-1,2,Internet,,4,,
,Feb,10-13,10/02/2012,14,Opinium,,36,-2,36,0,10,2,0,-2,Internet,,,,
,Feb,12-13,12/02/2012,,YouGov,Sun,38,0,42,3,9,0,-4,-3,Internet,,4,,
,Feb,13-14,13/02/2012,,YouGov,Sun,40,2,39,-3,9,0,1,5,Internet,,5,,
,Feb,14-15,14/02/2012,,YouGov,Sun,39,-1,40,1,9,0,-1,-2,Internet,,5,,
,Feb,15-16,15/02/2012,,YouGov,Sun,39,0,39,-1,9,0,0,1,Internet,,5,,
,Feb,15-16,15/02/2012,19,ComRes,IoS/SM,39,1,38,0,10,-1,1,1,Internet,,,,
,Feb,16-17,16/02/2012,19,YouGov,ST,37,-2,41,2,7,-2,-4,-4,Internet,,6,,
,Feb,17-19,17/02/2012,21,ICM,Gu,36,-4,37,2,14,-2,-1,-6,Phone,,,,
,Feb,17-19,17/02/2012,21,Populus,TT,37,0,39,1,11,-2,-2,-1,Phone,,,,
,Feb,19-20,19/02/2012,,YouGov,Sun,39,2,38,-3,10,3,1,5,Internet,,5,,
,Feb,20-21,20/02/2012,,YouGov,Sun,37,-2,41,3,9,-1,-4,-5,Internet,,5,,
,Feb,21-22,21/02/2012,,YouGov,Sun,38,1,40,-1,8,-1,-2,2,Internet,,5,,
,Feb,21-23,21/02/2012,24,Opinium,,35,-1,39,3,10,0,-4,-4,Internet,,,,
,Feb,22-23,22/02/2012,,YouGov,Sun,39,1,38,-2,10,2,1,3,Internet,,4,,
,Feb,23-24,23/02/2012,26,YouGov,ST,38,-1,40,2,10,0,-2,-3,Internet,,5,,
,Feb,24-26,24/02/2012,28,ComRes,Ind,37,0,40,2,13,-1,-3,-2,Phone,,,,
,Feb,25-27,25/02/2012,29,MORI,Reuters,35,-3,41,3,12,0,-6,-6,Phone,Certain to vote,,,
,Feb,26-27,26/02/2012,,YouGov,Sun,38,0,40,0,9,-1,-2,0,Internet,,6,,
,Feb,27-28,27/02/2012,,YouGov,Sun,40,2,39,-1,9,0,1,3,Internet,,5,,
,Feb,28-29,28/02/2012,,YouGov,Sun,38,-2,40,1,9,0,-2,-3,Internet,,5,,
,Feb,29-1,29/02/2012,,YouGov,Sun,39,1,39,-1,8,-1,0,2,Internet,,5,,
,Mar,1-2,01/03/2012,4,YouGov,ST,40,1,39,0,9,1,1,1,Internet,,5,,
,Mar,2-5,02/03/2012,,TNS BMRB,,35,-2,38,-2,11,1,-3,0,Internet,,,,
,Mar,4-5,04/03/2012,,YouGov,Sun,36,-4,41,2,11,2,-5,-6,Internet,,5,,
,Mar,5-6,05/03/2012,,YouGov,Sun,37,1,41,0,9,-2,-4,1,Internet,,6,,
,Mar,6-7,06/03/2012,,YouGov,Sun,38,1,41,0,9,0,-3,1,Internet,,6,,
,Mar,6-7,06/03/2012,9,Angus RS,,32,-3,40,3,10,-1,-8,-6,Internet,,,,
,Mar,7-8,07/03/2012,,YouGov,Sun,37,-1,42,1,8,-1,-5,-2,Internet,,4,,
,Mar,8-9,09/03/2012,11,YouGov,ST,37,0,42,0,9,1,-5,0,Internet,,5,,
,Mar,9-12,09/03/2012,14,Opinium,,38,3,36,-3,10,0,2,6,Internet,,,,
,Mar,11-12,11/03/2012,,YouGov,Sun,36,-1,41,-1,9,0,-5,0,Internet,,6,,
,Mar,12-13,12/03/2012,,YouGov,Sun,36,0,43,2,9,0,-7,-2,Internet,,5,,
,Mar,13-14,13/03/2012,,YouGov,Sun,38,2,41,-2,9,0,-3,4,Internet,,5,,
,Mar,14-15,14/03/2012,,YouGov,Sun,37,-1,42,1,8,-1,-5,-2,Internet,,5,,
,Mar,14-15,14/03/2012,18,ComRes,Ios/SM,37,-2,40,2,10,0,-3,-4,Internet,,,,
,Mar,15-16,15/03/2012,18,YouGov,ST,38,1,40,-2,9,1,-2,3,Internet,,5,,
,Mar,16-18,16/03/2012,20,ICM,Gu,39,3,36,-1,15,1,3,4,Phone,,,,
,Mar,17-19,17/03/2012,20,MORI,Reuters,36,1,37,-4,11,-1,-1,5,Phone,Certain to vote,,,
,Mar,18-19,18/03/2012,,YouGov,Sun,36,-2,42,2,9,0,-6,-4,Internet,,5,,
,Mar,19-20,19/03/2012,,YouGov,Sun,35,-1,43,1,9,0,-8,-2,Internet,,4,,
,Mar,20-21,20/03/2012,,YouGov,Sun,36,1,41,-2,10,1,-5,3,Internet,,5,,
,Mar,21-22,21/03/2012,,YouGov,Sun,34,-2,42,1,9,-1,-8,-3,Internet,,6,,
,Mar,21-23,21/03/2012,,Opinium,,34,-4,39,3,8,-2,-5,-7,Internet,,,,
,Mar,22-23,22/03/2012,25,ICM,STel,37,-2,38,2,13,-2,-1,-4,Phone,,,,
,Mar,22-23,22/03/2012,25,YouGov,ST,35,1,42,0,10,1,-7,1,Internet,,6,,
,Mar,23-23,23/03/2012,27,Populus,TT,34,-3,38,-1,11,0,-4,-2,Phone,,,,
,Mar,22-24,22/03/2012,25,Survation,MoS,31,,39,,11,,-8,,Internet,GB,,,
,Mar,23-26,23/03/2012,27,ComRes,Ind,33,-4,43,3,11,-2,-10,7,Phone,,,,
,Mar,25-26,25/03/2012,,YouGov,Sun,35,0,42,0,9,-1,-7,0,Internet,,6,,
,Mar,26-27,26/03/2012,,YouGov,Sun,33,-2,43,1,9,0,-10,-3,Internet,,7,,
,Mar,27-28,27/03/2012,,YouGov,Sun,34,1,44,1,10,1,-10,0,Internet,,6,,
,Mar,28-29,28/03/2012,,YouGov,Sun,34,0,44,0,8,-2,-10,0,Internet,,5,,
,Mar,30-31,30/03/2012,1,YouGov,ST,33,-1,42,-2,8,0,-9,1,Internet,,7,,
,Mar,30-1,30/03/2012,3,Lord Ashcroft,,32,-2,41,3,11,0,-9,-5,Phone,,,,
,Apr,1-2,01/04/2012,,YouGov,Sun,33,0,43,1,8,0,-10,-1,Internet,,6,,
,Apr,2-3,02/04/2012,,YouGov,Sun,34,1,42,-1,8,0,-8,2,Internet,,6,,
,Apr,3-4,03/04/2012,,YouGov,Sun,32,-2,42,0,9,1,-10,-2,Internet,,8,,
,Apr,4-5,04/04/2012,,YouGov,Sun,33,1,42,0,8,-1,-9,1,Internet,,7,,
,Apr,5-6,05/04/2012,8,Survation,MoS,30,-1,35,-4,11,0,-5,3,Internet,GB,,,
,Apr,9-10,09/04/2012,,YouGov,Sun,36,3,40,-2,9,1,-4,5,Internet,,6,,
,Apr,10-11,10/04/2012,,YouGov,Sun,35,-1,41,1,8,-1,-6,-2,Internet,,6,,
,Apr,10-12,12/04/2012,17,TNS BMRB,,32,-3,42,4,10,-1,-10,-7,Internet,,,,
,Apr,11-12,11/04/2012,,YouGov,Sun,35,0,41,0,9,1,-6,0,Internet,,7,,
,Apr,12-13,12/04/2012,15,YouGov,ST,33,-2,39,-2,10,1,-6,0,Internet,,7,,
,Apr,12-13,12/04/2012,17,Angus RS,,29,-3,41,1,11,1,-12,-4,Internet,,,,
,Apr,13-15,13/04/2012,17,Populus,TT,33,1,42,1,11,0,-9,0,Phone,,,,
,Apr,13-16,13/04/2012,17,Opinium,,32,-2,37,-2,9,1,-5,0,Internet,,,,
,Apr,15-16,15/04/2012,,YouGov,Sun,32,-1,43,4,8,-2,-11,-5,Internet,,9,,
,Apr,16-17,16/04/2012,,YouGov,Sun,32,0,41,-2,8,0,-9,2,Internet,,9,,
,Apr,17-18,17/04/2012,,YouGov,Sun,32,0,41,0,10,2,-9,0,Internet,,8,,
,Apr,18-19,18/04/2012,,YouGov,Sun,32,0,45,4,8,-2,-13,-4,Internet,,7,,
,Apr,18-19,18/04/2012,22,ComRes,Ios/SM,34,-3,40,0,11,1,-6,-3,Internet,,,,
,Apr,19-20,19/04/2012,22,YouGov,ST,33,1,41,-4,11,3,-8,5,Internet,,8,,
,Apr,20-22,20/04/2012,24,ICM,Gu,33,-4,41,-3,15,2,-8,-7,Phone,,,,
,Apr,20-23,20/04/2012,25,Opinium,,31,-1,38,1,11,2,-7,-2,Internet,,,,
,Apr,21-23,21/04/2012,24,MORI,ES,35,-1,38,1,12,1,-3,-2,Phone,Certain to vote,,,
,Apr,22-23,22/04/2012,,YouGov,Sun,32,-1,45,4,8,-3,-13,-5,Internet,,7,,
,Apr,23-24,23/04/2012,,YouGov,Sun,32,0,43,-2,8,0,-11,2,Internet,,8,,
,Apr,23-27,23/04/2012,1,Survation,Mirror,30,0,37,2,13,2,-7,-2,Internet,UK,,,
,Apr,24-25,24/04/2012,,YouGov,Sun,32,0,43,0,9,1,-11,0,Internet,,8,,
,Apr,25-26,25/04/2012,,YouGov,Sun,31,-1,43,0,9,0,-12,-1,Internet,,9,,
,Apr,25-27,25/04/2012,28,ComRes,Ind,34,0,39,-1,10,-1,-5,1,Internet,,,,
,Apr,26-27,26/04/2012,29,YouGov,ST,29,-2,40,-3,11,2,-11,1,Internet,,10,,
,Apr,27-30,27/04/2012,4,Opinium,,32,1,39,1,8,-3,-7,0,Internet,,,,
,Apr,29-30,29/04/2012,,YouGov,Sun,35,6,42,2,8,-3,-7,4,Internet,,7,,
,Apr,30-1,30/04/2012,,YouGov,Sun,32,-3,41,-1,9,1,-9,-2,Internet,,8,,
,May,1-2,01/05/2012,,YouGov,Sun,33,1,43,2,8,-1,-10,-1,Internet,,8,,
,May,2-3,02/05/2012,,YouGov,Sun,32,-1,41,-2,9,1,-9,1,Internet,,9,,
,May,3-4,03/05/2012,6,YouGov,ST,31,-1,43,2,9,0,-12,-3,Internet,,8,,
,May,5-7,05/05/2012,9,TNS BMRB,,30,-2,43,1,10,0,-13,-3,Internet,,,,
,May,7-8,07/05/2012,,YouGov,Sun,31,0,44,1,8,-1,-13,-1,Internet,,8,,
,May,8-9,08/05/2012,,YouGov,Sun,31,0,44,0,9,1,-13,0,Internet,,8,,
,May,9-10,09/05/2012,,YouGov,Sun,34,3,44,0,7,-2,-10,3,Internet,,7,,
,May,10-11,10/05/2012,13,YouGov,ST,31,-3,43,-1,10,3,-12,-2,Internet,,8,,
,May,12-14,12/05/2012,15,MORI,ES,33,-2,43,5,9,-3,-10,-7,Phone,Certain to vote,,,
,May,13-14,13/05/2012,,YouGov,Sun,31,0,45,2,7,-3,-14,-2,Internet,,8,,
,May,14-15,14/05/2012,,YouGov,Sun,32,1,43,-2,8,1,-11,3,Internet,,9,,
,May,15-16,15/05/2012,,YouGov,Sun,31,-1,45,2,9,1,-14,-3,Internet,,8,,
,May,15-17,15/05/2012,18,Opinium,,30,-2,41,2,9,1,-11,-4,Internet,,,,
,May,16-17,16/05/2012,,YouGov,Sun,31,0,44,-1,7,-2,-13,1,Internet,,9,,
,May,16-17,16/05/2012,20,ComRes,Ios/SM,32,-2,41,2,11,1,-9,-3,Internet,,,,
,May,17-18,17/05/2012,20,YouGov,ST,32,1,43,-1,8,1,-11,2,Internet,,9,,
,May,17-18,17/05/2012,20,Survation,Daily Star Sunday,29,-1,37,0,13,0,-8,-1,Internet,GB,,,
,May,18-20,18/05/2012,22,ICM,Gu,36,3,41,0,11,-4,-5,3,Phone,,,,
,May,18-20,18/05/2012,22,Populus,TT,33,,41,,10,,-8,1,Internet,,,,
,May,19-21,19/05/2012,25,TNS BMRB,,30,0,42,-1,12,2,-12,1,Internet,,,,
,May,20-21,20/05/2012,,YouGov,Sun,32,0,44,1,7,-1,-12,-1,Internet,,8,,
,May,21-22,21/05/2012,,YouGov,Sun,32,0,43,-1,8,1,-11,1,Internet,,9,,
,May ,21-28,21/05/2012,,Lord Ashcroft,,31,-2,40,-1,10,0,-9,-1,Internet,,,,
,May,22-23,22/05/2012,,YouGov,Sun,32,0,42,-1,9,1,-10,1,Internet,,9,,
,May,23-24,23/05/2012,,YouGov,Sun,34,2,42,0,8,-1,-8,2,Internet,,7,,
,May,24-25,24/05/2012,27,YouGov,ST,31,-3,43,1,8,0,-12,-4,Internet,,8,,
,May,25-28,25/05/2012,29,ComRes,Ind,34,1,42,-1,11,0,-8,2,Phone,,,,
,May,27-28,27/05/2012,,YouGov,Sun,33,2,44,1,8,0,-11,1,Internet,,7,,
,May,28-29,28/05/2012,,YouGov,Sun,32,-1,45,1,8,0,-13,-2,Internet,,8,,
,May,29-30,29/05/2012,,YouGov,Sun,32,0,44,-1,9,1,-12,1,Internet,,7,,
,May,30-31,30/05/2012,,YouGov,Sun,31,-1,45,1,9,0,-14,-2,Internet,,8,,
,May,30-31,30/05/2012,3,ICM,STel,,,,,,,,,Internet,,,,
,May,30-31,30/05/2012,4,Angus RS,,29,0,45,4,9,-2,-16,-4,Internet,,,,
,May,31-1,31/05/2012,3,YouGov,ST,32,1,42,-3,8,-1,-10,4,Internet,,7,,
,Jun,5-6,05/06/2012,,YouGov,,34,2,43,1,8,0,-9,1,Internet,,7,,
,Jun,6-7,06/06/2012,,YouGov,,34,0,43,0,8,0,-9,0,Internet,,6,,
,Jun,7-8,07/06/2012,10,YouGov,ST,34,0,42,-1,7,-1,-8,1,Internet,,9,,
,Jun,7-8,07/06/2012,10,Angus RS,S Express,29,0,43,-2,9,0,-14,2,Internet,,,,
,Jun,8-11,12/06/2012,12,Opinium,,31,1,42,1,9,1,-11,0,Internet,,,,
,Jun,9-11,09/06/2012,13,MORI,ES,31,-2,40,-3,10,1,-9,1,Phone,Certain to vote,,,
,Jun,10-11,10/06/2012,,YouGov,Sun,31,-3,45,3,9,2,-14,-6,Internet,,9,,
,Jun,11-12,11/06/2012,,YouGov,Sun,33,2,43,-2,8,-1,-10,4,Internet,,8,,
,Jun,12-13,12/06/2012,,YouGov,Sun,31,-2,43,0,9,1,-12,-2,Internet,,9,,
,Jun,13-14,13/06/2012,,YouGov,Sun,31,0,43,0,9,0,-12,0,Internet,,8,,
,Jun,13-15,13/06/2012,16,ComRes,Ios/SM,32,0,42,1,9,-2,-10,-1,Internet,,,,
,Jun,14-15,15/06/2012,17,YouGov,ST,32,1,44,1,9,0,-12,0,Internet,,8,,
,Jun,15-17,15/06/2012,19,Populus,TT,33,2,41,1,9,-1,-8,1,Internet,,,,
,Jun,15-17,15/06/2012,,TNS BMRB,,32,2,40,-2,10,-2,-8,4,Internet,,,,
,Jun,17-18,17/06/2012,,YouGov,Sun,33,1,44,0,7,-2,-11,1,Internet,,8,,
,Jun,18-19,18/06/2012,,YouGov,Sun,33,0,44,0,7,0,-11,0,Internet,,6,,
,Jun,19-20,19/06/2012,,YouGov,Sun,34,1,41,-3,10,3,-7,4,Internet,,8,,
,Jun,20-21,20/06/2012,,YouGov,Sun,33,-1,43,2,8,-2,-10,-3,Internet,,8,,
,Jun,21-22,21/06/2012,24,YouGov,ST,34,1,43,0,9,1,-9,1,Internet,,8,,
,Jun,22-24,22/06/2012,26,ICM,Gu,34,-2,39,-2,14,3,-5,0,Phone,,,,
,Jun,24-25,24/06/2012,,YouGov,Sun,32,-2,43,0,11,2,-11,-2,Internet,,7,,
,Jun,25-26,25/06/2012,,YouGov,Sun,34,2,42,-1,11,0,-8,3,Internet,,7,,
,Jun,26-27,26/06/2012,,YouGov,Sun,31,-3,45,3,9,-2,-14,-6,Internet,,7,,
,Jun,26-28,26/06/2012,28,Opinium,,31,0,42,0,8,-1,-11,0,Internet,,,,
,Jun,27-28,27/06/2012,,YouGov,Sun,32,1,43,-2,10,1,-11,3,Internet,,7,,
,Jun,27-28,27/06/2012,,ICM,STel,,,,,,,,,Internet,,,,
,Jun,28-29,28/06/2012,1,YouGov,ST,34,2,43,0,9,-1,-9,2,Internet,,6,,
,Jun,29-1,29/06/2012,3,ComRes,Ind,33,-1,42,0,13,2,-9,-1,Phone,,,,
,Jul,1-2,01/07/2012,,YouGov,Sun,34,0,44,1,8,-1,-10,-1,Internet,,8,,
,Jul,2-3,02/07/2012,,YouGov,Sun,35,1,42,-2,10,2,-7,3,Internet,,7,,
,Jul,3-4,03/07/2012,,YouGov,Sun,33,-2,44,2,8,-2,-11,-4,Internet,,7,,
,Jul,3-5,03/07/2012,12,Opinium,,30,-1,40,-2,9,1,-10,1,Internet,,,,
,Jul,4-5,04/07/2012,,YouGov,Sun,35,2,43,-1,8,0,-8,3,Internet,,8,,
,Jul,5-6,05/07/2012,8,YouGov,ST,32,-3,43,0,8,0,-11,-3,Internet,,8,,
,Jul,8-9,08/07/2012,,YouGov,Sun,35,3,44,1,7,-1,-9,2,Internet,,6,,
,Jul,9-10,09/07/2012,,YouGov,Sun,33,-2,43,-1,11,4,-10,-1,Internet,,6,,
,Jul,10-11,10/07/2012,,YouGov,Sun,35,2,42,-1,9,-2,-7,3,Internet,,8,,
,Jul,11-12,11/07/2012,,YouGov,Sun,34,-1,42,0,9,0,-8,-1,Internet,,7,,
,Jul,12-13,12/07/2012,15,YouGov,ST,34,0,43,1,9,0,-9,-1,Internet,,7,,
,Jul,13-15,13/07/2012,17,Populus,TT,34,1,40,-2,12,1,-6,3,Phone,,,,
,Jul,14-16,14/07/2012,18,MORI,ES,31,0,44,4,12,2,-13,-4,Phone,Certain to vote,,,
,Jul,15-16,15/07/2012,,YouGov,Sun,33,-1,44,1,9,0,-11,-2,Internet,,8,,
,Jul,16-17,16/07/2012,,YouGov,Sun,34,1,43,-1,8,-1,-9,2,Internet,,7,,
,Jul,17-18,17/07/2012,,YouGov,Sun,33,-1,43,0,8,0,-10,-1,Internet,,7,,
,Jul,18-19,18/07/2012,,YouGov,Sun,34,1,42,-1,9,1,-8,2,Internet,,7,,
,Jul,18-19,18/07/2012,22,ComRes,Ios/SM,32,0,42,0,10,1,-10,0,Internet,,,,
,Jul,19-20,19/07/2012,22,YouGov,ST,34,0,43,1,11,2,-9,-1,Internet,,7,,
,Jul,20-22,20/07/2012,24,ICM,Gu,34,0,39,0,14,0,-5,0,Phone,,,,
,Jul,22-23,22/07/2012,,YouGov,Sun,33,-1,43,0,9,-2,-10,-1,Internet,,8,,
,Jul,23-24,23/07/2012,,YouGov,Sun,33,0,44,1,9,0,-11,-1,Internet,,7,,
,Jul,24-25,24/07/2012,,YouGov,Sun,33,0,44,0,9,0,-11,0,Internet,,7,,
,Jul,24-26,24/07/2012,,TNS BMRB,,30,-2,42,2,11,1,-12,-4,Internet,,,,
,Jul,25-26,25/07/2012,,YouGov,Sun,33,0,42,-2,9,0,-9,2,Internet,,8,,
,Jul,26-27,16/07/2012,29,YouGov,ST,33,0,42,0,9,0,-9,0,Internet,,8,,
,Jul,27-29,27/07/2012,31,ComRes,Ind,33,0,44,2,10,-3,-11,-2,Phone,,,,
,Jul,29-30,29/07/2012,,YouGov,Sun,33,0,44,2,9,0,-11,-2,Internet,,7,,
